video_id,gloss,signer_id,split,video_path
32949,letter,13,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/32949.mp4
32950,letter,15,test,/Users/tedgoh/buildingblocs_I27/app/archive/videos/32950.mp4
32953,letter,11,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/32953.mp4
32954,letter,11,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/32954.mp4
32945,letter,8,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/32945.mp4
32955,letter,11,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/32955.mp4
32959,letter,41,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/32959.mp4
32946,letter,8,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/32946.mp4
32947,letter,4,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/32947.mp4
66111,medicine,97,test,/Users/tedgoh/buildingblocs_I27/app/archive/videos/66111.mp4
35454,medicine,60,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/35454.mp4
35455,medicine,13,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/35455.mp4
35456,medicine,34,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/35456.mp4
35458,medicine,11,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/35458.mp4
35452,medicine,2,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/35452.mp4
35467,medicine,12,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/35467.mp4
35453,medicine,38,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/35453.mp4
37886,need,11,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/37886.mp4
37881,need,0,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/37881.mp4
37894,need,41,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/37894.mp4
37882,need,36,val,/Users/tedgoh/buildingblocs_I27/app/archive/videos/37882.mp4
37883,need,27,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/37883.mp4
37884,need,13,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/37884.mp4
40840,paint,11,val,/Users/tedgoh/buildingblocs_I27/app/archive/videos/40840.mp4
40841,paint,11,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/40841.mp4
40834,paint,31,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/40834.mp4
40847,paint,12,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/40847.mp4
40835,paint,31,val,/Users/tedgoh/buildingblocs_I27/app/archive/videos/40835.mp4
40836,paint,31,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/40836.mp4
40837,paint,13,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/40837.mp4
41030,paper,15,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/41030.mp4
41032,paper,11,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/41032.mp4
41025,paper,56,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/41025.mp4
41037,paper,41,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/41037.mp4
41026,paper,36,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/41026.mp4
41027,paper,31,val,/Users/tedgoh/buildingblocs_I27/app/archive/videos/41027.mp4
41028,paper,31,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/41028.mp4
41029,paper,13,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/41029.mp4
69439,pull,115,test,/Users/tedgoh/buildingblocs_I27/app/archive/videos/69439.mp4
45265,pull,13,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/45265.mp4
45267,pull,10,val,/Users/tedgoh/buildingblocs_I27/app/archive/videos/45267.mp4
66351,pull,101,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/66351.mp4
45261,pull,26,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/45261.mp4
45273,pull,41,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/45273.mp4
45262,pull,32,val,/Users/tedgoh/buildingblocs_I27/app/archive/videos/45262.mp4
45263,pull,31,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/45263.mp4
45264,pull,32,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/45264.mp4
69440,purple,118,test,/Users/tedgoh/buildingblocs_I27/app/archive/videos/69440.mp4
45438,purple,11,val,/Users/tedgoh/buildingblocs_I27/app/archive/videos/45438.mp4
66355,purple,101,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/66355.mp4
45443,purple,12,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/45443.mp4
45433,purple,56,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/45433.mp4
45434,purple,36,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/45434.mp4
45435,purple,4,val,/Users/tedgoh/buildingblocs_I27/app/archive/videos/45435.mp4
45436,purple,13,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/45436.mp4
48105,right,36,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/48105.mp4
48124,right,12,val,/Users/tedgoh/buildingblocs_I27/app/archive/videos/48124.mp4
48126,right,12,test,/Users/tedgoh/buildingblocs_I27/app/archive/videos/48126.mp4
48106,right,4,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/48106.mp4
48107,right,31,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/48107.mp4
48108,right,59,val,/Users/tedgoh/buildingblocs_I27/app/archive/videos/48108.mp4
48109,right,13,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/48109.mp4
48114,right,10,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/48114.mp4
48115,right,11,test,/Users/tedgoh/buildingblocs_I27/app/archive/videos/48115.mp4
49173,same,63,test,/Users/tedgoh/buildingblocs_I27/app/archive/videos/49173.mp4
49175,same,4,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/49175.mp4
49176,same,6,val,/Users/tedgoh/buildingblocs_I27/app/archive/videos/49176.mp4
49178,same,13,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/49178.mp4
49181,same,11,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/49181.mp4
49182,same,11,val,/Users/tedgoh/buildingblocs_I27/app/archive/videos/49182.mp4
49183,same,11,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/49183.mp4
49188,same,12,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/49188.mp4
49174,same,4,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/49174.mp4
53273,son,11,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/53273.mp4
53274,son,11,val,/Users/tedgoh/buildingblocs_I27/app/archive/videos/53274.mp4
53275,son,11,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/53275.mp4
66531,son,108,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/66531.mp4
66532,son,90,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/66532.mp4
53268,son,38,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/53268.mp4
53279,son,12,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/53279.mp4
53269,son,4,val,/Users/tedgoh/buildingblocs_I27/app/archive/videos/53269.mp4
53270,son,39,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/53270.mp4
53271,son,13,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/53271.mp4
57278,tell,13,test,/Users/tedgoh/buildingblocs_I27/app/archive/videos/57278.mp4
57282,tell,11,val,/Users/tedgoh/buildingblocs_I27/app/archive/videos/57282.mp4
57283,tell,11,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/57283.mp4
57284,tell,11,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/57284.mp4
57285,tell,11,val,/Users/tedgoh/buildingblocs_I27/app/archive/videos/57285.mp4
57276,tell,0,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/57276.mp4
57286,tell,11,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/57286.mp4
57287,tell,11,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/57287.mp4
57291,tell,12,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/57291.mp4
57277,tell,6,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/57277.mp4
58362,thursday,3,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/58362.mp4
58363,thursday,13,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/58363.mp4
58365,thursday,11,val,/Users/tedgoh/buildingblocs_I27/app/archive/videos/58365.mp4
58366,thursday,11,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/58366.mp4
66637,thursday,98,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/66637.mp4
66638,thursday,98,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/66638.mp4
66639,thursday,98,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/66639.mp4
66640,thursday,98,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/66640.mp4
58370,thursday,12,val,/Users/tedgoh/buildingblocs_I27/app/archive/videos/58370.mp4
58360,thursday,56,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/58360.mp4
58361,thursday,38,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/58361.mp4
61807,visit,4,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/61807.mp4
61808,visit,4,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/61808.mp4
61809,visit,4,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/61809.mp4
61810,visit,13,val,/Users/tedgoh/buildingblocs_I27/app/archive/videos/61810.mp4
61812,visit,11,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/61812.mp4
66731,visit,93,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/66731.mp4
61819,visit,41,val,/Users/tedgoh/buildingblocs_I27/app/archive/videos/61819.mp4
61805,visit,56,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/61805.mp4
61806,visit,38,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/61806.mp4
62113,wait,12,test,/Users/tedgoh/buildingblocs_I27/app/archive/videos/62113.mp4
62098,wait,38,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/62098.mp4
62100,wait,60,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/62100.mp4
62101,wait,32,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/62101.mp4
62102,wait,6,val,/Users/tedgoh/buildingblocs_I27/app/archive/videos/62102.mp4
62103,wait,13,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/62103.mp4
62106,wait,11,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/62106.mp4
66740,wait,107,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/66740.mp4
62097,wait,56,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/62097.mp4
62107,wait,11,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/62107.mp4
62505,water,10,val,/Users/tedgoh/buildingblocs_I27/app/archive/videos/62505.mp4
62506,water,10,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/62506.mp4
66752,water,100,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/66752.mp4
62499,water,19,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/62499.mp4
62510,water,12,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/62510.mp4
62500,water,28,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/62500.mp4
62501,water,36,val,/Users/tedgoh/buildingblocs_I27/app/archive/videos/62501.mp4
62502,water,52,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/62502.mp4
62503,water,13,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/62503.mp4
63329,wife,13,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/63329.mp4
63332,wife,10,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/63332.mp4
66784,wife,88,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/66784.mp4
66785,wife,88,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/66785.mp4
63337,wife,12,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/63337.mp4
63326,wife,42,val,/Users/tedgoh/buildingblocs_I27/app/archive/videos/63326.mp4
63327,wife,36,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/63327.mp4
63328,wife,4,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/63328.mp4
69545,yellow,118,test,/Users/tedgoh/buildingblocs_I27/app/archive/videos/69545.mp4
64266,yellow,11,val,/Users/tedgoh/buildingblocs_I27/app/archive/videos/64266.mp4
66819,yellow,88,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/66819.mp4
64271,yellow,41,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/64271.mp4
64261,yellow,42,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/64261.mp4
64262,yellow,36,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/64262.mp4
64263,yellow,4,val,/Users/tedgoh/buildingblocs_I27/app/archive/videos/64263.mp4
64264,yellow,13,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/64264.mp4
04618,backpack,46,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/04618.mp4
04619,backpack,32,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/04619.mp4
04620,backpack,21,val,/Users/tedgoh/buildingblocs_I27/app/archive/videos/04620.mp4
04624,backpack,11,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/04624.mp4
65123,backpack,88,test,/Users/tedgoh/buildingblocs_I27/app/archive/videos/65123.mp4
04616,backpack,32,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/04616.mp4
04631,backpack,12,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/04631.mp4
04617,backpack,32,val,/Users/tedgoh/buildingblocs_I27/app/archive/videos/04617.mp4
65137,bar,91,test,/Users/tedgoh/buildingblocs_I27/app/archive/videos/65137.mp4
05103,bar,41,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/05103.mp4
05086,bar,38,val,/Users/tedgoh/buildingblocs_I27/app/archive/videos/05086.mp4
05087,bar,32,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/05087.mp4
05088,bar,13,test,/Users/tedgoh/buildingblocs_I27/app/archive/videos/05088.mp4
05089,bar,13,test,/Users/tedgoh/buildingblocs_I27/app/archive/videos/05089.mp4
05090,bar,13,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/05090.mp4
05095,bar,11,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/05095.mp4
05097,bar,11,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/05097.mp4
05098,bar,11,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/05098.mp4
05102,bar,41,val,/Users/tedgoh/buildingblocs_I27/app/archive/videos/05102.mp4
69251,brother,116,test,/Users/tedgoh/buildingblocs_I27/app/archive/videos/69251.mp4
07937,brother,52,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/07937.mp4
07938,brother,59,val,/Users/tedgoh/buildingblocs_I27/app/archive/videos/07938.mp4
07940,brother,11,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/07940.mp4
65262,brother,90,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/65262.mp4
07932,brother,2,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/07932.mp4
07943,brother,12,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/07943.mp4
07933,brother,36,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/07933.mp4
07934,brother,39,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/07934.mp4
07935,brother,39,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/07935.mp4
07936,brother,39,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/07936.mp4
69261,cat,118,test,/Users/tedgoh/buildingblocs_I27/app/archive/videos/69261.mp4
09528,cat,32,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/09528.mp4
09532,cat,10,val,/Users/tedgoh/buildingblocs_I27/app/archive/videos/09532.mp4
09533,cat,10,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/09533.mp4
65312,cat,102,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/65312.mp4
65313,cat,101,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/65313.mp4
09525,cat,2,val,/Users/tedgoh/buildingblocs_I27/app/archive/videos/09525.mp4
09538,cat,41,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/09538.mp4
09526,cat,36,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/09526.mp4
65343,check,92,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/65343.mp4
10184,check,52,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/10184.mp4
10185,check,31,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/10185.mp4
10186,check,59,test,/Users/tedgoh/buildingblocs_I27/app/archive/videos/10186.mp4
10187,check,59,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/10187.mp4
10188,check,21,val,/Users/tedgoh/buildingblocs_I27/app/archive/videos/10188.mp4
10190,check,10,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/10190.mp4
10192,check,11,val,/Users/tedgoh/buildingblocs_I27/app/archive/videos/10192.mp4
10183,check,2,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/10183.mp4
10197,check,12,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/10197.mp4
10199,check,12,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/10199.mp4
69270,class,118,test,/Users/tedgoh/buildingblocs_I27/app/archive/videos/69270.mp4
10976,class,12,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/10976.mp4
65364,class,90,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/65364.mp4
10967,class,57,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/10967.mp4
10968,class,36,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/10968.mp4
10969,class,6,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/10969.mp4
10970,class,59,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/10970.mp4
10972,class,11,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/10972.mp4
10973,class,11,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/10973.mp4
14190,cry,12,test,/Users/tedgoh/buildingblocs_I27/app/archive/videos/14190.mp4
14175,cry,38,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/14175.mp4
14176,cry,32,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/14176.mp4
14177,cry,59,val,/Users/tedgoh/buildingblocs_I27/app/archive/videos/14177.mp4
14180,cry,11,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/14180.mp4
14182,cry,11,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/14182.mp4
14183,cry,11,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/14183.mp4
65427,cry,99,val,/Users/tedgoh/buildingblocs_I27/app/archive/videos/65427.mp4
14174,cry,53,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/14174.mp4
14188,cry,12,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/14188.mp4
16195,different,59,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/16195.mp4
16198,different,11,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/16198.mp4
65480,different,99,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/65480.mp4
16203,different,12,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/16203.mp4
16191,different,19,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/16191.mp4
16192,different,78,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/16192.mp4
16193,different,36,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/16193.mp4
16194,different,4,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/16194.mp4
17327,door,21,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/17327.mp4
17330,door,11,val,/Users/tedgoh/buildingblocs_I27/app/archive/videos/17330.mp4
65520,door,94,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/65520.mp4
17324,door,0,val,/Users/tedgoh/buildingblocs_I27/app/archive/videos/17324.mp4
17336,door,41,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/17336.mp4
17325,door,38,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/17325.mp4
17326,door,6,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/17326.mp4
69353,green,118,test,/Users/tedgoh/buildingblocs_I27/app/archive/videos/69353.mp4
65854,green,94,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/65854.mp4
25685,green,75,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/25685.mp4
25695,green,41,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/25695.mp4
25686,green,36,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/25686.mp4
25687,green,21,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/25687.mp4
25689,green,11,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/25689.mp4
26173,hair,12,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/26173.mp4
26174,hair,12,val,/Users/tedgoh/buildingblocs_I27/app/archive/videos/26174.mp4
26158,hair,36,val,/Users/tedgoh/buildingblocs_I27/app/archive/videos/26158.mp4
26159,hair,38,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/26159.mp4
26162,hair,32,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/26162.mp4
26163,hair,21,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/26163.mp4
65870,hair,106,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/65870.mp4
26166,hair,10,val,/Users/tedgoh/buildingblocs_I27/app/archive/videos/26166.mp4
26157,hair,37,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/26157.mp4
69360,have,118,test,/Users/tedgoh/buildingblocs_I27/app/archive/videos/69360.mp4
26773,have,11,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/26773.mp4
26766,have,38,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/26766.mp4
26779,have,12,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/26779.mp4
26767,have,31,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/26767.mp4
26768,have,21,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/26768.mp4
26835,headache,60,test,/Users/tedgoh/buildingblocs_I27/app/archive/videos/26835.mp4
26836,headache,60,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/26836.mp4
26837,headache,21,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/26837.mp4
26839,headache,11,val,/Users/tedgoh/buildingblocs_I27/app/archive/videos/26839.mp4
26840,headache,11,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/26840.mp4
65881,headache,91,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/65881.mp4
26846,headache,12,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/26846.mp4
26833,headache,37,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/26833.mp4
26834,headache,38,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/26834.mp4
29648,inform,4,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/29648.mp4
29649,inform,21,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/29649.mp4
29655,inform,10,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/29655.mp4
65940,inform,96,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/65940.mp4
29646,inform,35,val,/Users/tedgoh/buildingblocs_I27/app/archive/videos/29646.mp4
29656,inform,11,val,/Users/tedgoh/buildingblocs_I27/app/archive/videos/29656.mp4
29657,inform,11,test,/Users/tedgoh/buildingblocs_I27/app/archive/videos/29657.mp4
29661,inform,12,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/29661.mp4
29647,inform,38,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/29647.mp4
31843,knife,8,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/31843.mp4
31844,knife,32,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/31844.mp4
31848,knife,10,val,/Users/tedgoh/buildingblocs_I27/app/archive/videos/31848.mp4
66000,knife,90,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/66000.mp4
31856,knife,12,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/31856.mp4
31842,knife,8,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/31842.mp4
32398,laugh,12,val,/Users/tedgoh/buildingblocs_I27/app/archive/videos/32398.mp4
32379,laugh,39,test,/Users/tedgoh/buildingblocs_I27/app/archive/videos/32379.mp4
32380,laugh,39,val,/Users/tedgoh/buildingblocs_I27/app/archive/videos/32380.mp4
32381,laugh,39,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/32381.mp4
66016,laugh,90,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/66016.mp4
32382,laugh,39,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/32382.mp4
32383,laugh,39,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/32383.mp4
32386,laugh,13,val,/Users/tedgoh/buildingblocs_I27/app/archive/videos/32386.mp4
32377,laugh,35,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/32377.mp4
32388,laugh,10,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/32388.mp4
32389,laugh,10,test,/Users/tedgoh/buildingblocs_I27/app/archive/videos/32389.mp4
32608,learn,13,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/32608.mp4
32612,learn,11,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/32612.mp4
66024,learn,90,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/66024.mp4
32604,learn,8,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/32604.mp4
32616,learn,12,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/32616.mp4
32605,learn,36,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/32605.mp4
32606,learn,31,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/32606.mp4
32607,learn,27,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/32607.mp4
37126,movie,38,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/37126.mp4
37125,movie,56,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/37125.mp4
37152,movie,12,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/37152.mp4
37127,movie,13,val,/Users/tedgoh/buildingblocs_I27/app/archive/videos/37127.mp4
37129,movie,11,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/37129.mp4
45837,rabbit,37,test,/Users/tedgoh/buildingblocs_I27/app/archive/videos/45837.mp4
45838,rabbit,4,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/45838.mp4
45839,rabbit,4,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/45839.mp4
45840,rabbit,13,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/45840.mp4
45842,rabbit,10,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/45842.mp4
45843,rabbit,10,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/45843.mp4
45851,rabbit,12,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/45851.mp4
45836,rabbit,8,val,/Users/tedgoh/buildingblocs_I27/app/archive/videos/45836.mp4
46266,read,37,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/46266.mp4
